Idx,Net,Sta,epLat,epLon,evDp,epTime,Lat(deg),Lon(deg),elev,Az(deg),EpDis(deg),snrZ,snrR,snrT,filePathE,filePathN,filePathZ
249,TA,530A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,30.148899,-101.337898,636.0,327.6674759423241,60.97,11.01,5.09,3.95,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.530A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.530A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.530A..BHZ__20100304T220929Z__20100304T230929Z.mseed
250,TA,531A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,30.164499,-100.546402,661.0,328.3254784030172,60.59,41.49,13.52,3.36,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.531A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.531A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.531A..BHZ__20100304T220929Z__20100304T230929Z.mseed
251,TA,532A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,30.1278,-99.9049,703.0,328.8330790947378,60.25,15.42,15.99,5.27,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.532A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.532A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.532A..BHZ__20100304T220929Z__20100304T230929Z.mseed
253,TA,534A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,30.0284,-98.475304,461.0,329.9743452069207,59.49,11.16,7.89,3.02,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.534A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.534A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.534A..BHZ__20100304T220929Z__20100304T230929Z.mseed
254,TA,535A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,30.028999,-97.571098,170.0,330.7500578530205,59.08,25.93,23.28,3.23,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.535A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.535A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.535A..BHZ__20100304T220929Z__20100304T230929Z.mseed
255,TA,536A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,30.0756,-97.065201,115.0,331.2163538554131,58.89,37.08,2.86,3.04,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.536A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.536A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.536A..BHZ__20100304T220929Z__20100304T230929Z.mseed
257,TA,538A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,30.221901,-95.489998,59.0,332.6853347328707,58.33,14.26,4.94,6.67,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.538A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.538A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.538A..BHZ__20100304T220929Z__20100304T230929Z.mseed
258,TA,631A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,29.4123,-100.575897,344.0,327.81427433392724,59.99,19.35,8.78,5.34,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.631A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.631A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.631A..BHZ__20100304T220929Z__20100304T230929Z.mseed
259,TA,632A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,29.507099,-99.786301,420.0,328.53616521602976,59.68,18.05,9.46,4.07,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.632A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.632A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.632A..BHZ__20100304T220929Z__20100304T230929Z.mseed
260,TA,633A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,29.459101,-99.176598,320.0,329.0211311090664,59.35,16.06,8.91,8.36,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.633A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.633A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.633A..BHZ__20100304T220929Z__20100304T230929Z.mseed
261,TA,634A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,29.3815,-98.351501,188.0,329.6784343613839,58.89,21.17,17.39,10.81,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.634A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.634A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.634A..BHZ__20100304T220929Z__20100304T230929Z.mseed
262,TA,635A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,29.387699,-97.773598,119.0,330.18243575084927,58.63,38.90,9.51,5.08,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.635A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.635A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.635A..BHZ__20100304T220929Z__20100304T230929Z.mseed
263,TA,636A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,29.481001,-97.056999,90.0,330.8652487060154,58.38,27.23,7.20,4.70,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.636A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.636A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.636A..BHZ__20100304T220929Z__20100304T230929Z.mseed
264,TA,732A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800001Z,28.7292,-99.970703,178.0,327.8777474617436,59.13,33.61,13.61,8.19,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.732A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.732A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.732A..BHZ__20100304T220929Z__20100304T230929Z.mseed
265,TA,733A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,28.7192,-99.2939,169.0,328.4485213700118,58.79,37.82,14.81,6.40,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.733A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.733A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.733A..BHZ__20100304T220929Z__20100304T230929Z.mseed
266,TA,734A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,28.8473,-98.557602,121.0,329.16473164456113,58.54,57.44,11.93,3.84,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.734A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.734A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.734A..BHZ__20100304T220929Z__20100304T230929Z.mseed
270,TA,833A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,28.323601,-99.393898,171.0,328.10694667340766,58.51,37.68,15.89,3.42,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.833A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.833A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.833A..BHZ__20100304T220929Z__20100304T230929Z.mseed
271,TA,834A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,28.125099,-98.551903,151.0,328.7098519833712,57.93,27.99,5.35,5.43,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.834A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.834A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.834A..BHZ__20100304T220929Z__20100304T230929Z.mseed
272,TA,835A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,28.287001,-97.829697,57.0,329.44760235666814,57.73,23.49,4.32,3.30,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.835A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.835A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.835A..BHZ__20100304T220929Z__20100304T230929Z.mseed
288,TA,ABTX,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,32.623798,-99.643097,502.0,330.59872970376404,62.21,13.30,10.51,6.11,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.ABTX..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.ABTX..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.ABTX..BHZ__20100304T220929Z__20100304T230929Z.mseed
289,TA,B19A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,48.455101,-108.944298,803.0,334.03221575623076,79.21,14.27,4.11,3.83,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.B19A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.B19A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.B19A..BHZ__20100304T220929Z__20100304T230929Z.mseed
291,TA,B21A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,48.427799,-107.016602,661.0,335.06425496309055,78.42,18.34,4.81,7.32,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.B21A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.B21A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.B21A..BHZ__20100304T220929Z__20100304T230929Z.mseed
300,TA,BGNE,-22.36,-68.69,118.7,2010-03-04T22:09:29.800001Z,41.408298,-98.1502,573.0,336.66804907838286,69.13,14.85,6.88,4.18,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.BGNE..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.BGNE..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.BGNE..BHZ__20100304T220929Z__20100304T230929Z.mseed
301,TA,BRSD,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,44.443001,-98.956299,519.0,337.6950132552647,72.06,6.06,6.48,9.13,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.BRSD..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.BRSD..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.BRSD..BHZ__20100304T220929Z__20100304T230929Z.mseed
302,TA,C19A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,47.734299,-109.048897,966.0,333.5264742316528,78.68,22.74,4.69,5.77,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.C19A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.C19A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.C19A..BHZ__20100304T220929Z__20100304T230929Z.mseed
303,TA,C20A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,47.713299,-108.004204,781.0,334.0863173421985,78.23,6.60,1.52,3.16,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.C20A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.C20A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.C20A..BHZ__20100304T220929Z__20100304T230929Z.mseed
304,TA,C21A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,47.826401,-107.096001,804.0,334.65877744837695,77.96,11.86,1.88,6.08,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.C21A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.C21A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.C21A..BHZ__20100304T220929Z__20100304T230929Z.mseed
305,TA,C22A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,47.745602,-105.884102,745.0,335.2914035617465,77.42,14.64,2.37,3.96,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.C22A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.C22A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.C22A..BHZ__20100304T220929Z__20100304T230929Z.mseed
312,TA,C30A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,47.702599,-98.478302,480.0,339.6465928387618,74.75,6.55,4.73,3.17,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.C30A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.C30A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.C30A..BHZ__20100304T220929Z__20100304T230929Z.mseed
313,TA,D19A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,47.1646,-108.879997,1047.0,333.26305776851746,78.16,24.56,4.95,6.46,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.D19A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.D19A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.D19A..BHZ__20100304T220929Z__20100304T230929Z.mseed
314,TA,D20A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,47.091099,-108.1362,902.0,333.6302926986324,77.79,19.16,2.55,6.95,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.D20A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.D20A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.D20A..BHZ__20100304T220929Z__20100304T230929Z.mseed
315,TA,D21A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,47.0658,-106.993896,934.0,334.2572163819237,77.31,8.51,3.74,4.13,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.D21A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.D21A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.D21A..BHZ__20100304T220929Z__20100304T230929Z.mseed
323,TA,D30A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,47.1082,-98.757599,465.0,339.1776787539166,74.32,6.66,3.69,3.17,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.D30A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.D30A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.D30A..BHZ__20100304T220929Z__20100304T230929Z.mseed
324,TA,E19A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,46.461102,-108.786003,1059.0,332.8751438553466,77.56,8.59,4.77,7.95,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.E19A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.E19A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.E19A..BHZ__20100304T220929Z__20100304T230929Z.mseed
325,TA,E20A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,46.503799,-108.130096,954.0,333.2707450973407,77.32,16.88,2.94,5.44,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.E20A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.E20A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.E20A..BHZ__20100304T220929Z__20100304T230929Z.mseed
326,TA,E21A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,46.540798,-107.075699,834.0,333.8926916587665,76.92,10.04,7.42,9.75,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.E21A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.E21A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.E21A..BHZ__20100304T220929Z__20100304T230929Z.mseed
327,TA,E22A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,46.438599,-105.948799,784.0,334.48101968633404,76.38,9.80,3.32,3.65,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.E22A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.E22A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.E22A..BHZ__20100304T220929Z__20100304T230929Z.mseed
329,TA,E24A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,46.560799,-104.307297,912.0,335.5148866224628,75.84,13.50,3.05,5.60,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.E24A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.E24A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.E24A..BHZ__20100304T220929Z__20100304T230929Z.mseed
330,TA,E25A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,46.5009,-103.401299,885.0,336.01977610216414,75.44,7.66,1.50,3.81,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.E25A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.E25A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.E25A..BHZ__20100304T220929Z__20100304T230929Z.mseed
337,TA,F19A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,45.853802,-108.943703,1243.0,332.4046498768035,77.15,17.36,4.61,4.00,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.F19A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.F19A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.F19A..BHZ__20100304T220929Z__20100304T230929Z.mseed
338,TA,F20A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,45.800598,-108.148804,1194.0,332.8237425578742,76.77,12.63,8.24,5.81,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.F20A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.F20A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.F20A..BHZ__20100304T220929Z__20100304T230929Z.mseed
