Idx,Net,Sta,epLat,epLon,evDp,epTime,Lat(deg),Lon(deg),elev,Az(deg),EpDis(deg),snrZ,snrR,snrT,filePathE,filePathN,filePathZ
546,TA,V27A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,35.756901,-102.836098,1228.0,330.0712639262063,66.28,7.13,3.50,3.13,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.V27A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.V27A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.V27A..BHZ__20100304T220929Z__20100304T230929Z.mseed
552,TA,V33A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,35.8209,-98.286201,420.0,333.54261056794167,64.34,5.90,1.99,6.29,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.V33A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.V33A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.V33A..BHZ__20100304T220929Z__20100304T230929Z.mseed
561,TA,W28A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,35.257401,-102.206299,1156.0,330.2272136513972,65.58,23.60,3.83,4.67,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.W28A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.W28A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.W28A..BHZ__20100304T220929Z__20100304T230929Z.mseed
568,TA,WHTX,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,31.991301,-97.4561,190.0,332.0170943351445,60.71,20.01,5.17,5.73,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.WHTX..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.WHTX..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.WHTX..BHZ__20100304T220929Z__20100304T230929Z.mseed
570,TA,X18A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,34.529301,-109.950104,1751.0,324.2716966277175,68.89,24.89,13.39,5.51,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.X18A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.X18A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.X18A..BHZ__20100304T220929Z__20100304T230929Z.mseed
575,TA,X27A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,34.6469,-103.097397,1304.0,329.18425906338405,65.50,6.45,3.80,3.09,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.X27A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.X27A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.X27A..BHZ__20100304T220929Z__20100304T230929Z.mseed
579,TA,X31A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,34.630901,-99.979301,514.0,331.5394591137813,64.05,8.46,2.67,6.94,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.X31A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.X31A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.X31A..BHZ__20100304T220929Z__20100304T230929Z.mseed
584,TA,Y14A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,33.938301,-113.004799,730.7,321.8455128087799,70.15,17.20,12.59,3.45,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Y14A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Y14A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Y14A..BHZ__20100304T220929Z__20100304T230929Z.mseed
590,TA,Y27A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,33.8839,-103.1633,1253.0,328.6505635656371,64.91,11.42,2.77,4.64,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Y27A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Y27A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Y27A..BHZ__20100304T220929Z__20100304T230929Z.mseed
591,TA,Y28A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,33.9086,-102.247902,1068.0,329.3568208547207,64.49,7.78,2.44,3.89,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Y28A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Y28A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Y28A..BHZ__20100304T220929Z__20100304T230929Z.mseed
593,TA,Y30A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,33.876598,-100.897797,812.0,330.37251675005126,63.84,9.57,3.27,3.10,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Y30A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Y30A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Y30A..BHZ__20100304T220929Z__20100304T230929Z.mseed
595,TA,Y32A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,34.003601,-99.442001,412.0,331.5873006347631,63.29,17.90,4.85,4.55,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Y32A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Y32A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Y32A..BHZ__20100304T220929Z__20100304T230929Z.mseed
597,TA,Y34A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,33.957401,-97.757301,262.0,332.90566505809943,62.52,13.90,11.83,3.19,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Y34A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Y34A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Y34A..BHZ__20100304T220929Z__20100304T230929Z.mseed
598,TA,Z14A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,33.362701,-112.945801,297.8,321.4619921151839,69.70,17.29,6.95,4.60,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Z14A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Z14A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Z14A..BHZ__20100304T220929Z__20100304T230929Z.mseed
599,TA,Z22A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,33.255501,-106.963898,1497.0,325.45396522022855,66.32,33.98,9.24,3.64,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Z22A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Z22A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Z22A..BHZ__20100304T220929Z__20100304T230929Z.mseed
605,TA,Z30A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,33.286098,-101.128197,729.0,329.8296631325926,63.45,15.32,5.14,4.80,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Z30A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Z30A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Z30A..BHZ__20100304T220929Z__20100304T230929Z.mseed
606,TA,Z31A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,33.318298,-100.143501,547.0,330.6220013243809,63.02,13.64,4.11,3.67,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Z31A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Z31A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Z31A..BHZ__20100304T220929Z__20100304T230929Z.mseed
608,TA,Z33A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,33.286499,-98.764801,362.0,331.7029698382772,62.38,10.40,5.37,5.26,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Z33A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Z33A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Z33A..BHZ__20100304T220929Z__20100304T230929Z.mseed
609,TA,Z34A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,33.371201,-97.915802,341.0,332.4401604252037,62.09,17.11,3.09,3.05,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Z34A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Z34A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Z34A..BHZ__20100304T220929Z__20100304T230929Z.mseed
610,TA,Z35A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,33.330799,-97.252998,235.0,332.95919853097604,61.77,22.04,12.52,8.05,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Z35A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Z35A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Z35A..BHZ__20100304T220929Z__20100304T230929Z.mseed
618,US,BLA,-22.36,-68.69,118.7,2010-03-04T22:09:29.800001Z,37.2113,-80.42049,634.0,349.22645049543047,60.32,10.43,2.07,6.00,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.BLA..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.BLA..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.BLA..BHZ__20100304T220929Z__20100304T230929Z.mseed
621,US,BRAL,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,31.1687,-87.0506,61.0,341.002835286899,56.11,5.79,1.81,4.50,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.BRAL..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.BRAL..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.BRAL..BHZ__20100304T220929Z__20100304T230929Z.mseed
627,US,DUG,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,40.195,-112.8133,1477.0,326.41423993199135,74.64,24.79,7.10,3.32,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.DUG..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.DUG..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.DUG..BHZ__20100304T220929Z__20100304T230929Z.mseed
628,US,EGMT,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,48.024,-109.7547,1055.0,333.3270019303777,79.20,11.46,3.02,4.57,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.EGMT..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.EGMT..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.EGMT..BHZ__20100304T220929Z__20100304T230929Z.mseed
630,US,ERPA,-22.36,-68.69,118.7,2010-03-04T22:09:29.815000Z,42.1175,-79.9891,306.3,350.7440289038215,65.04,4.43,2.07,12.37,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.ERPA..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.ERPA..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.ERPA..BHZ__20100304T220929Z__20100304T230929Z.mseed
633,US,HLID,-22.36,-68.69,118.7,2010-03-04T22:09:29.800003Z,43.5625,-114.4138,1772.0,327.839963754018,77.93,18.85,8.92,7.59,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.HLID..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.HLID..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.HLID..BHZ__20100304T220929Z__20100304T230929Z.mseed
634,US,HWUT,-22.36,-68.69,118.7,2010-03-04T22:09:29.808900Z,41.6069,-111.5652,1830.0,328.11686386551963,75.07,14.70,7.36,3.01,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.HWUT.00.BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.HWUT.00.BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.HWUT.00.BHZ__20100304T220929Z__20100304T230929Z.mseed
636,US,JCT,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,30.4794,-99.8022,591.0,329.14103457265605,60.50,14.07,19.35,3.83,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.JCT..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.JCT..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.JCT..BHZ__20100304T220929Z__20100304T230929Z.mseed
638,US,KVTX,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,27.5459,-97.8929,14.6,328.92139608456336,57.13,26.49,9.86,4.33,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.KVTX..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.KVTX..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.KVTX..BHZ__20100304T220929Z__20100304T230929Z.mseed
644,US,MIAR,-22.36,-68.69,118.7,2010-03-04T22:09:29.800003Z,34.5454,-93.5765,207.0,336.67539229969015,61.39,8.47,12.64,6.34,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.MIAR..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.MIAR..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.MIAR..BHZ__20100304T220929Z__20100304T230929Z.mseed
645,US,MNTX,-22.36,-68.69,118.7,2010-03-04T22:09:29.800900Z,31.6985,-105.3821,404.8,325.5471331625437,64.27,6.84,3.30,3.30,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.MNTX.00.BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.MNTX.00.BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.MNTX.00.BHZ__20100304T220929Z__20100304T230929Z.mseed
646,US,MSO,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,46.8292,-113.9406,1264.0,330.33403476162744,80.12,11.53,3.88,5.29,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.MSO..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.MSO..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.MSO..BHZ__20100304T220929Z__20100304T230929Z.mseed
647,US,MVCO,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,37.19956,-108.49251,2169.9,327.07102587683585,70.17,23.64,9.08,6.83,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.MVCO..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.MVCO..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.MVCO..BHZ__20100304T220929Z__20100304T230929Z.mseed
648,US,NATX,-22.36,-68.69,118.7,2010-03-04T22:09:29.803100Z,31.7598,-94.661,168.0,334.2786357906128,59.33,19.18,8.16,4.78,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.NATX.00.BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.NATX.00.BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.NATX.00.BHZ__20100304T220929Z__20100304T230929Z.mseed
650,US,NEW,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,48.2642,-117.1227,760.0,329.73575764648814,82.64,7.98,3.28,3.26,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.NEW..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.NEW..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.NEW..BHZ__20100304T220929Z__20100304T230929Z.mseed
662,US,WUAZ,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,35.5169,-111.3739,1592.0,324.03091902757603,70.40,41.99,15.16,4.22,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.WUAZ..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.WUAZ..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/US.WUAZ..BHZ__20100304T220929Z__20100304T230929Z.mseed
664,UU,SRU,-22.36,-68.69,118.7,2010-03-04T22:09:29.815000Z,39.11083,-110.52383,1804.0,327.0582420253498,72.66,13.64,11.19,6.22,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/UU.SRU..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/UU.SRU..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/UU.SRU..BHZ__20100304T220929Z__20100304T230929Z.mseed
677,UW,LTY,-22.36,-68.69,118.7,2010-03-04T22:09:29.818000Z,47.25451,-120.66636,807.0,327.326918660431,83.65,7.81,5.95,4.52,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/UW.LTY..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/UW.LTY..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/UW.LTY..BHZ__20100304T220929Z__20100304T230929Z.mseed
691,UW,WOLL,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,47.057301,-118.920998,395.1,328.00732453293955,82.65,13.86,5.02,3.56,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/UW.WOLL..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/UW.WOLL..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/UW.WOLL..BHZ__20100304T220929Z__20100304T230929Z.mseed
692,UW,YACT,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,45.9325,-122.4193,214.0,325.5232395986284,83.66,5.62,2.81,3.17,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/UW.YACT..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/UW.YACT..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/UW.YACT..BHZ__20100304T220929Z__20100304T230929Z.mseed
